cutting_line_id,plate_id,seq_no
L2,P009767,330
L2,P001077,331
L2,P007400,332
L2,P006654,333
L2,P005956,334
L2,P008082,335
L2,P004113,336
L2,P001074,337
L2,P004931,338
L2,P003846,339
L2,P008973,340
L2,P006055,341
L2,P005001,342
L2,P002640,343
L2,P003795,344
L2,P004312,345
L2,P003110,346
L2,P008912,347
L2,P007645,348
L2,P001355,349
L2,P007083,350
L2,P002869,351
L2,P005378,352
L2,P003552,353
L2,P001874,354
L2,P006064,355
L2,P001055,356
L2,P003172,357
L2,P000685,358
L2,P009998,359
L2,P003003,360
L2,P008470,361
L2,P002488,362
L2,P007495,363
L2,P006534,364
L2,P003703,365
L2,P008682,366
L2,P007876,367
L2,P007920,368
L2,P000247,369
L2,P000853,370
L2,P004778,371
L2,P005400,372
L2,P001025,373
L2,P006500,374
L2,P005758,375
L2,P008169,376
L2,P005496,377
L2,P004102,378
L2,P003580,379
L2,P008553,380
L2,P003384,381
L2,P009820,382
L2,P000221,383
L2,P005473,384
L2,P003621,385
L2,P006204,386
L2,P008750,387
L2,P002084,388
L2,P007363,389
L2,P004659,390
L2,P007255,391
L2,P004051,392
L2,P000905,393
L2,P001565,394
L2,P009318,395
L2,P009213,396
L2,P007061,397
L2,P001812,398
L2,P005153,399
L2,P001097,400
L2,P009783,401
L2,P000353,402
L2,P005292,403
L2,P009481,404
L2,P002354,405
L2,P005366,406
L2,P009054,407
L2,P000564,408
L2,P000767,409
L2,P005436,410
L2,P007649,411
L2,P008529,412
L2,P003911,413
L2,P001743,414
L2,P008086,415
L2,P001925,416
L2,P004727,417
L2,P006897,418
L2,P008039,419
L2,P009127,420
L2,P004229,421
L2,P000962,422
L2,P001283,423
L2,P000713,424
L2,P006123,425
L2,P008929,426
L2,P004580,427
L2,P002514,428
L2,P006630,429
L2,P002040,430
L2,P002262,431
L2,P005368,432
L2,P009799,433
L2,P000906,434
L2,P007813,435
L2,P006169,436
L2,P006426,437
L2,P004903,438
L2,P005417,439
L2,P004594,440
L2,P008535,441
L2,P004640,442
L2,P003132,443
L2,P008674,444
L2,P000018,445
L2,P002807,446
L2,P009334,447
L2,P009878,448
L2,P003994,449
L2,P007459,450
L2,P001935,451
L2,P006790,452
L2,P009081,453
L2,P008883,454
L2,P008041,455
L2,P001070,456
L2,P005670,457
L2,P004292,458
L2,P002915,459
L2,P005200,460
L2,P000224,461
L2,P003357,462
L2,P009494,463
L2,P000416,464
L2,P007037,465
L2,P008237,466
L2,P002890,467
L2,P003144,468
L2,P002088,469
L2,P002510,470
L2,P002653,471
L2,P004656,472
L2,P007768,473
L2,P007228,474
L2,P007697,475
L2,P005608,476
L2,P005226,477
L2,P002334,478
L2,P007305,479
L2,P003049,480
L2,P008200,481
L2,P007014,482
L2,P006239,483
L2,P000279,484
L2,P004863,485
L2,P005148,486
L2,P007387,487
L2,P001721,488
L2,P000602,489
L2,P009596,490
L2,P003594,491
L2,P003497,492
L2,P009499,493
L2,P003188,494
L2,P009950,495
L2,P008585,496
L2,P003424,497
L2,P008576,498
L2,P009535,499
L2,P003578,500
L2,P000849,501
L2,P005165,502
L2,P006503,503
L2,P007530,504
L2,P003841,505
L2,P002882,506
L2,P008014,507
L2,P006283,508
L2,P000559,509
L2,P009498,510
L2,P002544,511
L2,P001758,512
L2,P004137,513
L2,P005800,514
L2,P007042,515
L2,P003810,516
L2,P005499,517
L2,P000615,518
L2,P006930,519
L2,P006455,520
L2,P004991,521
L2,P000934,522
L2,P009787,523
L2,P005286,524
L2,P000155,525
L2,P005252,526
L2,P003197,527
L2,P001045,528
L2,P006054,529
L2,P004980,530
L2,P008730,531
L2,P004342,532
L2,P009068,533
L2,P007240,534
L2,P002750,535
L2,P006098,536
L2,P009857,537
L2,P003571,538
L2,P008607,539
L2,P005582,540
L2,P000261,541
L2,P003774,542
L2,P000780,543
L2,P007477,544
L2,P005201,545
L2,P000861,546
L2,P008328,547
L2,P002041,548
L2,P002274,549
L2,P008958,550
L2,P007475,551
L2,P003063,552
L2,P009452,553
L2,P001867,554
L2,P007375,555
L2,P002887,556
L2,P005726,557
L2,P003154,558
L2,P007254,559
L2,P003943,560
L2,P008534,561
L2,P007745,562
L2,P008512,563
L2,P001638,564
L2,P004618,565
L2,P000969,566
L2,P000935,567
L2,P007388,568
L2,P005066,569
L2,P004444,570
L2,P003785,571
L2,P008365,572
L2,P007135,573
L2,P005928,574
L2,P002639,575
L2,P000148,576
L2,P006418,577
L2,P003551,578
L2,P001715,579
L2,P003494,580
L2,P009923,581
L2,P007651,582
L2,P006211,583
L2,P007425,584
L2,P004690,585
L2,P000539,586
L2,P007841,587
L2,P003623,588
L2,P000914,589
L2,P002191,590
L2,P001482,591
L2,P007621,592
L2,P007914,593
L2,P009895,594
L2,P001307,595
L2,P000750,596
L2,P006571,597
L2,P001921,598
L2,P006150,599
L2,P005904,600
L2,P001738,601
L2,P008373,602
L2,P006148,603
L2,P005507,604
L2,P008351,605
L2,P001104,606
L2,P008569,607
L2,P001215,608
L2,P002062,609
L2,P001043,610
L2,P002952,611
L2,P005093,612
L2,P004477,613
L2,P007749,614
L2,P003416,615
L2,P004814,616
L2,P007417,617
L2,P002857,618
L2,P003011,619
L2,P005509,620
L2,P003358,621
L2,P003959,622
L2,P002662,623
L2,P005964,624
L2,P001101,625
L2,P004224,626
L2,P003714,627
L2,P006678,628
L2,P001922,629
L2,P000802,630
L2,P003314,631
L2,P004111,632
L2,P004089,633
L2,P001057,634
L2,P006546,635
L2,P002645,636
L2,P004083,637
L2,P004741,638
L2,P000616,639
L2,P006826,640
L2,P006853,641
L2,P008830,642
L2,P009781,643
L2,P005796,644
L2,P005022,645
L2,P001478,646
L2,P006190,647
L2,P005338,648
L2,P003029,649
L2,P003383,650
L2,P007618,651
L2,P009297,652
L2,P004704,653
L2,P007162,654
L2,P001513,655
L2,P006298,656
L2,P006722,657
L2,P000863,658
L2,P008270,659
L2,P008234,660
L2,P004913,661
L2,P009273,662
L2,P005065,663
L2,P008058,664
L2,P008094,665
L2,P007681,666
L2,P003903,667
L2,P009797,668
L2,P008688,669
L2,P001165,670
L2,P004199,671
L2,P002160,672
L2,P006959,673
L2,P002841,674
L2,P006899,675
L2,P006016,676
L2,P006926,677
L2,P009408,678
L2,P002342,679
L2,P003191,680
L2,P009133,681
L2,P000983,682
L2,P007437,683
L2,P000640,684
L2,P008273,685
L2,P000488,686
L2,P006866,687
L2,P005847,688
L2,P009516,689
L2,P007089,690
L2,P001035,691
L2,P000428,692
L2,P003914,693
L2,P007381,694
L2,P005131,695
L2,P009943,696
L2,P008644,697
L2,P008808,698
L2,P004457,699
L2,P008361,700
L2,P002485,701
L2,P004232,702
L2,P000791,703
L2,P008173,704
L2,P001014,705
L2,P008700,706
L2,P003210,707
L2,P001172,708
L2,P007102,709
L2,P006619,710
L2,P003624,711
L2,P004009,712
L2,P008096,713
L2,P001219,714
L2,P004728,715
L2,P003657,716
L2,P001466,717
L2,P009879,718
L2,P004027,719
L2,P003022,720
L2,P009178,721
L2,P006481,722
L2,P006602,723
L2,P000242,724
L2,P008918,725
L2,P001305,726
L2,P004436,727
L2,P002037,728
L2,P008503,729
L2,P008954,730
L2,P004172,731
L2,P007503,732
L2,P003251,733
L2,P000335,734
L2,P009357,735
L2,P000654,736
L2,P009053,737
L2,P001733,738
L2,P006941,739
L2,P001167,740
L2,P008107,741
L2,P007497,742
L2,P001735,743
L2,P007620,744
L2,P000413,745
L2,P009337,746
L2,P004538,747
L2,P002745,748
L2,P008012,749
L2,P001212,750
L2,P009207,751
L2,P001428,752
L2,P006758,753
L2,P002916,754
L2,P003399,755
L2,P009755,756
L2,P005349,757
L2,P000836,758
L2,P000910,759
L2,P009843,760
L2,P001284,761
L2,P000994,762
L2,P006590,763
L2,P000681,764
L2,P005449,765
L2,P006874,766
L2,P007409,767
L2,P003341,768
L2,P005310,769
L2,P001371,770
L2,P005579,771
L2,P002671,772
L2,P002923,773
L2,P009743,774
L2,P006787,775
L2,P003967,776
L2,P008017,777
L2,P004148,778
L2,P009024,779
L2,P003163,780
L2,P001143,781
L2,P001098,782
L2,P002458,783
L2,P009099,784
L2,P007911,785
L2,P008634,786
L2,P000374,787
L2,P007888,788
L2,P001991,789
L2,P000601,790
L2,P000568,791
L2,P002733,792
L2,P009547,793
L2,P009377,794
L2,P009163,795
L2,P004366,796
L2,P004632,797
L2,P006845,798
L2,P000778,799
L2,P000753,800
L2,P009424,801
L2,P002619,802
L2,P000142,803
L2,P005729,804
L2,P007625,805
L2,P004347,806
L2,P009157,807
L2,P001265,808
L2,P000756,809
L2,P000968,810
L2,P009910,811
L2,P007634,812
L2,P003441,813
L2,P007989,814
L2,P005807,815
L2,P006218,816
L2,P005799,817
L2,P002993,818
L2,P009972,819
L2,P000913,820
L2,P003344,821
L2,P004021,822
L2,P008286,823
L2,P003663,824
L2,P006379,825
L2,P002554,826
L2,P006176,827
L2,P002553,828
L2,P001560,829
L2,P001937,830
L2,P006423,831
L2,P007736,832
L2,P007044,833
L2,P009559,834
L2,P003426,835
L2,P007034,836
L2,P005685,837
L2,P005834,838
L2,P003821,839
L2,P000785,840
L2,P002878,841
L2,P003315,842
L2,P008493,843
L2,P006135,844
L2,P004740,845
L2,P009939,846
L2,P009435,847
L2,P000582,848
L2,P008789,849
L2,P008596,850
L2,P002666,851
L2,P001498,852
L2,P003327,853
L2,P006480,854
L2,P006409,855
L2,P006063,856
L2,P003800,857
L2,P003857,858
L2,P002076,859
L2,P009769,860
L2,P005840,861
L2,P007120,862
L2,P008238,863
L2,P002147,864
L2,P003598,865
L2,P001592,866
L2,P004331,867
L2,P004714,868
L2,P002539,869
L2,P002897,870
L2,P006195,871
L2,P007213,872
L2,P004723,873
L2,P006616,874
L2,P007385,875
L2,P008937,876
L2,P005601,877
L2,P000052,878
L2,P008348,879
L2,P000250,880
L2,P003289,881
L2,P006082,882
L2,P000229,883
L2,P007085,884
L2,P009773,885
L2,P005646,886
L2,P005221,887
L2,P004785,888
L2,P003347,889
L2,P006886,890
L2,P006753,891
L2,P000003,892
L2,P008377,893
L2,P008975,894
L2,P002642,895
L2,P008251,896
L2,P009865,897
L2,P006114,898
L2,P005638,899
L2,P005343,900
L2,P000386,901
L2,P002976,902
L2,P005661,903
L2,P003056,904
L2,P009534,905
L2,P001489,906
L2,P007942,907
L2,P005570,908
L2,P007239,909
L2,P006272,910
L2,P003989,911
L2,P008481,912
L2,P002761,913
L2,P002865,914
L2,P005423,915
L2,P006814,916
L2,P008555,917
L2,P001649,918
L2,P003368,919
L2,P008565,920
L2,P007078,921
L2,P007970,922
L2,P000991,923
L2,P009012,924
L2,P006030,925
L2,P006319,926
L2,P006185,927
L2,P004077,928
L2,P003712,929
L2,P000897,930
L2,P002513,931
L2,P006324,932
L2,P002528,933
L2,P003689,934
L2,P009260,935
L2,P001985,936
L2,P002140,937
L2,P007901,938
L2,P008204,939
L2,P005774,940
L2,P005261,941
L2,P009326,942
L2,P004234,943
L2,P000578,944
L2,P005887,945
L2,P007295,946
L2,P007011,947
L2,P008071,948
L2,P006363,949
L2,P001636,950
L2,P007369,951
L2,P001066,952
L2,P007004,953
L2,P009450,954
L2,P007979,955
L2,P009909,956
L2,P003686,957
L2,P006450,958
L2,P009543,959
L2,P003157,960
L2,P006946,961
L2,P004758,962
L2,P002044,963
L2,P006171,964
L2,P006387,965
L2,P006256,966
L2,P000598,967
L2,P001705,968
L2,P001748,969
L2,P006542,970
L2,P007875,971
L2,P008914,972
L2,P006642,973
L2,P002991,974
L2,P002743,975
L2,P003439,976
L2,P002508,977
L2,P009830,978
L2,P000980,979
L2,P004044,980
L2,P007551,981
L2,P008363,982
L2,P003935,983
L2,P003812,984
L2,P005130,985
L2,P007006,986
L2,P002224,987
L2,P000426,988
L2,P006986,989
L2,P006694,990
L2,P007917,991
L2,P005326,992
L2,P009890,993
L2,P004125,994
L2,P008488,995
L2,P007569,996
L2,P005985,997
L2,P008464,998
L2,P006153,999
L2,P003028,1000
L2,P006835,1001
L2,P001656,1002
L2,P002137,1003
L2,P006297,1004
L2,P004761,1005
L2,P001833,1006
L2,P002414,1007
L2,P004937,1008
L2,P004940,1009
L2,P009552,1010
L2,P003882,1011
L2,P009039,1012
L2,P001787,1013
L2,P006470,1014
L2,P002239,1015
L2,P004476,1016
L2,P006081,1017
L2,P000451,1018
L2,P003952,1019
L2,P003830,1020
L2,P003928,1021
L2,P006785,1022
L2,P006373,1023
L2,P000772,1024
L2,P006558,1025
L2,P004570,1026
L2,P006640,1027
L2,P009423,1028
L2,P009738,1029
L2,P005743,1030
L2,P001446,1031
L2,P009095,1032
L2,P000190,1033
L2,P001929,1034
L2,P002257,1035
L2,P001577,1036
L2,P009771,1037
L2,P006147,1038
L2,P007374,1039
L2,P007666,1040
L2,P000673,1041
L2,P002535,1042
L2,P002135,1043
L2,P004381,1044
L2,P005216,1045
L2,P005489,1046
L2,P001362,1047
L2,P009255,1048
L2,P006932,1049
L2,P001159,1050
L2,P005835,1051
L2,P007184,1052
L2,P009285,1053
L2,P003000,1054
L2,P003297,1055
L2,P000219,1056
L2,P000259,1057
L2,P006868,1058
L2,P006671,1059
L2,P002005,1060
L2,P004813,1061
L2,P009530,1062
L2,P007868,1063
L2,P002444,1064
L2,P006080,1065
L2,P001747,1066
L2,P002486,1067
L2,P006655,1068
L2,P000308,1069
L2,P007013,1070
L2,P003485,1071
L2,P006639,1072
L2,P000560,1073
L2,P002340,1074
L2,P009643,1075
L2,P004184,1076
L2,P006566,1077
L2,P003151,1078
L2,P001770,1079
L2,P000930,1080
L2,P010000,1081
L2,P003102,1082
L2,P005120,1083
L2,P000846,1084
L2,P003885,1085
L2,P006554,1086
L2,P009627,1087
L2,P008205,1088
L2,P008997,1089
L2,P005783,1090
L2,P003863,1091
L2,P000464,1092
L2,P000689,1093
L2,P008134,1094
L2,P004177,1095
L2,P003232,1096
L2,P007654,1097
L2,P005084,1098
L2,P009058,1099
L2,P007807,1100
L2,P005890,1101
L2,P002635,1102
L2,P004384,1103
L2,P008095,1104
L2,P000737,1105
L2,P002442,1106
L2,P003503,1107
L2,P000090,1108
L2,P008302,1109
L2,P007484,1110
L2,P007580,1111
L2,P006772,1112
L2,P007235,1113
L2,P001216,1114
L2,P007677,1115
L2,P007997,1116
L2,P002434,1117
L2,P001189,1118
L2,P001110,1119
L2,P008620,1120
L2,P007523,1121
L2,P005384,1122
L2,P006665,1123
L2,P009401,1124
L2,P009702,1125
L2,P003876,1126
L2,P003670,1127
L2,P007759,1128
L2,P002723,1129
L2,P002051,1130
L2,P004657,1131
L2,P004259,1132
L2,P007838,1133
L2,P002412,1134
L2,P001831,1135
L2,P009483,1136
L2,P006757,1137
L2,P003661,1138
L2,P006589,1139
L2,P001951,1140
L2,P006000,1141
L2,P002490,1142
L2,P000061,1143
L2,P006244,1144
L2,P001227,1145
L2,P008823,1146
L2,P001637,1147
L2,P008643,1148
L2,P007845,1149
L2,P000743,1150
L2,P009745,1151
L2,P001704,1152
L2,P006568,1153
L2,P009451,1154
L2,P004187,1155
L2,P000556,1156
L2,P004320,1157
L2,P004120,1158
L2,P008711,1159
L2,P003748,1160
L2,P007203,1161
L2,P007601,1162
L2,P004007,1163
L2,P002164,1164
L2,P004789,1165
L2,P008135,1166
L2,P002121,1167
L2,P009324,1168
L2,P007018,1169
L2,P005959,1170
L2,P009779,1171
L2,P006232,1172
L2,P009582,1173
L2,P008622,1174
L2,P003141,1175
L2,P000881,1176
L2,P003883,1177
L2,P005987,1178
L2,P003783,1179
L2,P000514,1180
L2,P003462,1181
L2,P002578,1182
L2,P005067,1183
L2,P000650,1184
L2,P002517,1185
L2,P005595,1186
L2,P008231,1187
L2,P007019,1188
L2,P008668,1189
L2,P001650,1190
L2,P005377,1191
L2,P004695,1192
L2,P003253,1193
L2,P003699,1194
L2,P007586,1195
L2,P009958,1196
L2,P009009,1197
L2,P001870,1198
L2,P008409,1199
L2,P001338,1200
L3,P003692,1
L3,P008805,2
L3,P003438,3
L3,P000371,4
L3,P007346,5
L3,P003871,6
L3,P007590,7
L3,P003062,8
L3,P003777,9
L3,P005590,10
L3,P001969,11
L3,P008960,12
L3,P004448,13
L3,P004833,14
L3,P009903,15
L3,P003522,16
L3,P000376,17
L3,P001032,18
L3,P006784,19
L3,P004597,20
L3,P007898,21
L3,P004152,22
L3,P009529,23
L3,P004169,24
L3,P004006,25
L3,P003888,26
L3,P005546,27
L3,P002035,28
L3,P000441,29
L3,P006624,30
L3,P000046,31
L3,P000890,32
L3,P006697,33
L3,P005354,34
L3,P000210,35
L3,P005566,36
L3,P001385,37
L3,P005290,38
L3,P000880,39
L3,P008868,40
L3,P009794,41
L3,P008051,42
L3,P004654,43
L3,P009730,44
L3,P000314,45
L3,P007226,46
L3,P003683,47
L3,P003933,48
L3,P008708,49
L3,P004882,50
L3,P008288,51
L3,P007910,52
L3,P000096,53
L3,P004842,54
L3,P005517,55
L3,P007650,56
L3,P006028,57
L3,P006569,58
L3,P008436,59
L3,P002090,60
L3,P005858,61
L3,P001188,62
L3,P001663,63
L3,P007808,64
L3,P007142,65
L3,P001183,66
L3,P003109,67
L3,P006050,68
L3,P003108,69
L3,P008628,70
L3,P009772,71
L3,P005724,72
L3,P007098,73
L3,P006736,74
L3,P008662,75
L3,P002717,76
L3,P007951,77
L3,P009017,78
L3,P005759,79
L3,P003836,80
L3,P004499,81
L3,P000899,82
L3,P005687,83
L3,P002013,84
L3,P003067,85
L3,P001449,86
L3,P007647,87
L3,P008671,88
L3,P009245,89
L3,P006250,90
L3,P004794,91
L3,P007281,92
L3,P007003,93
L3,P006052,94
L3,P006206,95
L3,P000486,96
L3,P002512,97
L3,P009806,98
L3,P006475,99
L3,P007532,100
L3,P009353,101
L3,P001504,102
L3,P008410,103
L3,P001256,104
L3,P005433,105
L3,P003311,106
L3,P004517,107
L3,P002654,108
L3,P002400,109
L3,P003862,110
L3,P003909,111
L3,P006862,112
L3,P008252,113
L3,P003980,114
L3,P005575,115
L3,P000659,116
L3,P006508,117
L3,P000679,118
L3,P008150,119
L3,P004957,120
L3,P007688,121
L3,P003135,122
L3,P005235,123
L3,P005437,124
L3,P007710,125
L3,P003471,126
L3,P004613,127
L3,P007753,128
L3,P009959,129
L3,P009711,130
L3,P000260,131
L3,P005110,132
L3,P005655,133
L3,P001225,134
L3,P008312,135
L3,P005826,136
L3,P005980,137
L3,P009388,138
L3,P003818,139
L3,P003809,140
L3,P002401,141
L3,P003498,142
L3,P002309,143
L3,P002290,144
L3,P007695,145
L3,P006631,146
L3,P007117,147
L3,P003840,148
L3,P000404,149
L3,P002873,150
L3,P008182,151
L3,P002202,152
L3,P000040,153
L3,P007609,154
L3,P008314,155
L3,P001235,156
L3,P006823,157
L3,P007977,158
L3,P008139,159
L3,P009870,160
L3,P003819,161
L3,P006109,162
L3,P000877,163
L3,P008216,164
L3,P008833,165
L3,P004733,166
L3,P004874,167
L3,P000811,168
L3,P003576,169
L3,P001403,170
L3,P003308,171
L3,P001394,172
L3,P009803,173
L3,P003053,174
L3,P005651,175
L3,P001724,176
L3,P000129,177
L3,P005100,178
L3,P002687,179
L3,P004777,180
L3,P009267,181
L3,P004665,182
L3,P008100,183
L3,P002608,184
L3,P002788,185
L3,P004379,186
L3,P002855,187
L3,P009367,188
L3,P007865,189
L3,P009665,190
L3,P007879,191
L3,P008666,192
L3,P000765,193
L3,P004930,194
L3,P006062,195
L3,P002275,196
L3,P006241,197
L3,P006525,198
L3,P005872,199
L3,P000412,200
L3,P001201,201
L3,P002284,202
L3,P008854,203
L3,P008022,204
L3,P004513,205
L3,P003089,206
L3,P002138,207
L3,P006786,208
L3,P004873,209
L3,P002953,210
L3,P002838,211
L3,P000291,212
L3,P005443,213
L3,P000997,214
L3,P002677,215
L3,P005768,216
L3,P005321,217
L3,P006483,218
L3,P009648,219
L3,P005014,220
L3,P008024,221
L3,P003040,222
L3,P003968,223
L3,P009632,224
L3,P006370,225
L3,P009862,226
L3,P007520,227
L3,P008867,228
L3,P005609,229
L3,P000307,230
L3,P006576,231
L3,P000361,232
L3,P001253,233
L3,P009969,234
L3,P007231,235
L3,P008419,236
L3,P009586,237
L3,P001204,238
L3,P003453,239
L3,P005053,240
L3,P001392,241
L3,P005982,242
L3,P004521,243
L3,P006641,244
L3,P009933,245
L3,P006451,246
L3,P006066,247
L3,P003171,248
L3,P003032,249
L3,P008925,250
L3,P009155,251
L3,P008010,252
L3,P001180,253
L3,P009269,254
L3,P004240,255
L3,P005848,256
L3,P008049,257
L3,P006800,258
L3,P008247,259
L3,P001981,260
L3,P005954,261
L3,P009723,262
L3,P005530,263
L3,P000330,264
L3,P001572,265
L3,P002034,266
L3,P003978,267
L3,P007123,268
L3,P000071,269
L3,P004143,270
L3,P000232,271
L3,P004026,272
L3,P007237,273
L3,P001559,274
L3,P008371,275
L3,P009858,276
L3,P007771,277
L3,P005208,278
L3,P003047,279
L3,P006922,280
L3,P007534,281
L3,P008905,282
L3,P009746,283
L3,P009768,284
L3,P001866,285
L3,P005874,286
L3,P009891,287
L3,P008652,288
L3,P009227,289
L3,P000465,290
L3,P008226,291
L3,P006312,292
L3,P002624,293
L3,P006511,294
L3,P003250,295
L3,P000325,296
L3,P001193,297
L3,P005871,298
L3,P008424,299
L3,P009308,300
L3,P000887,301
L3,P003457,302
L3,P002461,303
L3,P002302,304
L3,P009480,305
L3,P006893,306
L3,P005418,307
L3,P002937,308
L3,P007890,309
L3,P008428,310
L3,P000234,311
L3,P000468,312
L3,P002358,313
L3,P009398,314
L3,P009313,315
L3,P003527,316
L3,P003640,317
L3,P002793,318
L3,P000089,319
L3,P001772,320
L3,P006965,321
L3,P007575,322
L3,P005710,323
L3,P009813,324
L3,P009298,325
L3,P007799,326
L3,P007660,327
L3,P009585,328
L3,P004625,329
L3,P004141,330
L3,P009262,331
L3,P009538,332
L3,P000554,333
L3,P007837,334
L3,P001794,335
L3,P007739,336
L3,P009000,337
L3,P005587,338
L3,P003111,339
L3,P008606,340
L3,P007892,341
L3,P006126,342
L3,P009722,343
L3,P003139,344
L3,P006227,345
L3,P008998,346
L3,P006440,347
L3,P009704,348
L3,P001756,349
L3,P006281,350
L3,P000050,351
L3,P009883,352
L3,P007448,353
L3,P001755,354
L3,P004994,355
L3,P007974,356
L3,P002821,357
L3,P009581,358
L3,P002770,359
L3,P008081,360
L3,P002204,361
L3,P000407,362
L3,P005906,363
L3,P002281,364
L3,P005127,365
L3,P006587,366
L3,P002667,367
L3,P001923,368
L3,P007999,369
L3,P000619,370
L3,P005240,371
L3,P007770,372
L3,P003764,373
L3,P004244,374
L3,P000721,375
L3,P005373,376
L3,P003331,377
L3,P007861,378
L3,P009212,379
L3,P009875,380
L3,P005989,381
L3,P006905,382
L3,P008567,383
L3,P001185,384
L3,P001158,385
L3,P002728,386
L3,P000042,387
L3,P003176,388
L3,P002335,389
L3,P004798,390
L3,P008340,391
L3,P002521,392
L3,P000609,393
L3,P003039,394
L3,P009659,395
L3,P001805,396
L3,P004629,397
L3,P004946,398
L3,P009013,399
L3,P005782,400
L3,P009531,401
L3,P009774,402
L3,P008144,403
L3,P005591,404
L3,P002027,405
L3,P002269,406
L3,P001507,407
L3,P002330,408
L3,P005663,409
L3,P009638,410
L3,P009290,411
L3,P005358,412
L3,P007536,413
L3,P002169,414
L3,P001241,415
L3,P002231,416
L3,P003170,417
L3,P001903,418
L3,P003193,419
L3,P003410,420
L3,P003767,421
L3,P003042,422
L3,P006974,423
L3,P006594,424
L3,P008123,425
L3,P002883,426
L3,P005727,427
L3,P000783,428
L3,P004290,429
L3,P003182,430
L3,P006412,431
L3,P005828,432
L3,P001331,433
L3,P001179,434
L3,P006040,435
L3,P004619,436
L3,P003091,437
L3,P002648,438
L3,P008766,439
L3,P009051,440
L3,P007833,441
L3,P003698,442
L3,P009791,443
L3,P003122,444
L3,P002641,445
L3,P006155,446
L3,P004755,447
L3,P000120,448
L3,P004395,449
L3,P002921,450
L3,P002981,451
L3,P007877,452
L3,P004091,453
L3,P000911,454
L3,P002566,455
L3,P009257,456
L3,P003590,457
L3,P007099,458
L3,P004484,459
L3,P005986,460
L3,P007939,461
L3,P001563,462
L3,P007149,463
L3,P004047,464
L3,P001268,465
L3,P005222,466
L3,P004061,467
L3,P002078,468
L3,P008299,469
L3,P009237,470
L3,P005844,471
L3,P005948,472
L3,P002644,473
L3,P003759,474
L3,P007141,475
L3,P004375,476
L3,P000639,477
L3,P008758,478
L3,P009219,479
L3,P000551,480
L3,P001408,481
L3,P001244,482
L3,P002272,483
L3,P004449,484
L3,P008984,485
L3,P000115,486
L3,P003233,487
L3,P008405,488
L3,P001085,489
L3,P004509,490
L3,P008172,491
L3,P006433,492
L3,P004803,493
L3,P006253,494
L3,P003793,495
L3,P007566,496
L3,P008336,497
L3,P002746,498
L3,P009368,499
L3,P005522,500
L3,P009980,501
L3,P006294,502
L3,P002500,503
L3,P005562,504
L3,P000345,505
L3,P008769,506
L3,P008161,507
L3,P009599,508
L3,P005790,509
L3,P003510,510
L3,P001657,511
L3,P007347,512
L3,P003542,513
L3,P000438,514
L3,P004534,515
L3,P002830,516
L3,P005966,517
L3,P003149,518
L3,P006696,519
L3,P004093,520
L3,P005773,521
L3,P006832,522
L3,P001961,523
L3,P003324,524
L3,P004049,525
L3,P001732,526
L3,P009692,527
L3,P007121,528
L3,P008104,529
L3,P005006,530
L3,P006103,531
L3,P001623,532
L3,P001684,533
L3,P005873,534
L3,P001300,535
L3,P006015,536
L3,P006247,537
L3,P006977,538
L3,P006357,539
L3,P008267,540
L3,P007862,541
L3,P001127,542
L3,P002127,543
L3,P003891,544
L3,P007311,545
L3,P004008,546
L3,P007717,547
L3,P005327,548
L3,P008600,549
L3,P007663,550
L3,P002246,551
L3,P002152,552
L3,P003328,553
L3,P005137,554
L3,P003226,555
L3,P007790,556
L3,P005416,557
L3,P009688,558
L3,P009912,559
L3,P002551,560
L3,P006809,561
L3,P003742,562
L3,P005164,563
L3,P001632,564
L3,P002532,565
L3,P004360,566
L3,P001469,567
L3,P003041,568
L3,P002919,569
L3,P003955,570
L3,P005087,571
L3,P005864,572
L3,P000703,573
L3,P005610,574
L3,P003675,575
L3,P006887,576
L3,P005694,577
L3,P001522,578
L3,P009469,579
L3,P000128,580
L3,P005472,581
L3,P005998,582
L3,P009331,583
L3,P009963,584
L3,P004470,585
L3,P001808,586
L3,P007883,587
L3,P006386,588
L3,P009429,589
L3,P000945,590
L3,P003429,591
L3,P002435,592
L3,P000368,593
L3,P007371,594
L3,P009307,595
L3,P005683,596
L3,P003192,597
L3,P006366,598
L3,P005572,599
L3,P000722,600
L3,P006935,601
L3,P005411,602
L3,P001960,603
L3,P001525,604
L3,P000963,605
L3,P002188,606
L3,P000265,607
L3,P008686,608
L3,P007298,609
L3,P002337,610
L3,P001799,611
L3,P004847,612
L3,P005300,613
L3,P003076,614
L3,P003574,615
L3,P007889,616
L3,P006716,617
L3,P002266,618
L3,P002840,619
L3,P005381,620
L3,P001677,621
L3,P004725,622
L3,P001599,623
L3,P006849,624
L3,P003696,625
L3,P007297,626
L3,P001500,627
L3,P007748,628
L3,P007478,629
L3,P003488,630
L3,P007991,631
L3,P007195,632
L3,P007578,633
L3,P003447,634
L3,P006027,635
L3,P005779,636
L3,P004664,637
L3,P000015,638
L3,P000565,639
L3,P002701,640
L3,P007338,641
L3,P009043,642
L3,P003614,643
L3,P001690,644
L3,P002372,645
L3,P009256,646
L3,P005794,647
L3,P002892,648
L3,P005599,649
L3,P004824,650
L3,P005881,651
L3,P001030,652
L3,P002264,653
L3,P002763,654
L3,P007301,655
L3,P002924,656
L3,P003155,657
L3,P005855,658
L3,P009490,659
L3,P009355,660
