plate_id,area,stack_id,level,thickness_mm,width_mm,length_mm,weight_ton,project_id,segment_id,status,eligible_lines
P001381,B,B-S063,2,20.0,2500.0,8000.0,3.253,PRJ056,SEG0626,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001382,D,D-S103,2,18.0,1800.0,8000.0,2.035,PRJ077,SEG0791,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001383,D,D-S013,18,6.0,1500.0,6000.0,0.43,PRJ053,SEG0377,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001384,C,C-S016,12,6.0,2000.0,8000.0,0.776,PRJ003,SEG0067,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001385,A,A-S061,19,20.0,2000.0,9000.0,2.74,PRJ018,SEG0637,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001386,D,D-S096,18,10.0,3000.0,10000.0,2.294,PRJ041,SEG0144,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001387,C,C-S073,16,30.0,2500.0,9000.0,5.209,PRJ006,SEG0138,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001388,B,B-S069,6,16.0,2000.0,16000.0,4.049,PRJ014,SEG0063,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001389,C,C-S076,14,30.0,1800.0,6000.0,2.404,PRJ045,SEG0541,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001390,D,D-S096,2,16.0,1800.0,14000.0,3.04,PRJ006,SEG0046,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001391,B,B-S086,11,8.0,1800.0,9000.0,1.083,PRJ030,SEG0182,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001392,A,A-S117,6,40.0,2800.0,6000.0,5.432,PRJ045,SEG0227,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001393,C,C-S084,19,16.0,2200.0,6000.0,1.733,PRJ051,SEG0705,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001394,C,C-S017,21,40.0,3000.0,12000.0,10.62,PRJ044,SEG0700,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001395,A,A-S022,6,16.0,1800.0,12000.0,2.69,PRJ011,SEG0085,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001396,A,A-S092,1,8.0,3000.0,14000.0,2.725,PRJ055,SEG0213,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001397,B,B-S113,9,16.0,2500.0,9000.0,2.822,PRJ063,SEG0543,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001398,A,A-S048,16,10.0,3000.0,12000.0,2.972,PRJ048,SEG0307,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001399,C,C-S096,3,18.0,1800.0,9000.0,2.491,PRJ023,SEG0303,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001400,A,A-S110,3,10.0,1800.0,6000.0,0.817,PRJ007,SEG0261,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001401,D,D-S114,14,20.0,2000.0,9000.0,2.955,PRJ006,SEG0132,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001402,B,B-S026,5,50.0,2200.0,9000.0,7.456,PRJ052,SEG0197,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001403,B,B-S069,10,50.0,2500.0,9000.0,8.364,PRJ029,SEG0797,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001404,A,A-S082,17,20.0,2200.0,8000.0,2.524,PRJ051,SEG0631,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001405,B,B-S087,15,50.0,2800.0,16000.0,18.675,PRJ049,SEG0084,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001406,A,A-S073,8,40.0,3000.0,6000.0,6.037,PRJ008,SEG0011,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001407,D,D-S020,18,10.0,2200.0,10000.0,1.694,PRJ080,SEG0252,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001408,A,A-S095,1,30.0,2000.0,6000.0,3.041,PRJ058,SEG0795,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001409,C,C-S070,4,14.0,2800.0,14000.0,4.722,PRJ066,SEG0112,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001410,C,C-S034,3,30.0,1800.0,16000.0,6.295,PRJ006,SEG0044,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001411,D,D-S038,21,6.0,2800.0,9000.0,1.246,PRJ026,SEG0065,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001412,D,D-S040,7,16.0,2800.0,8000.0,3.064,PRJ072,SEG0620,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001413,B,B-S023,20,40.0,1500.0,9000.0,3.955,PRJ071,SEG0570,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001414,A,A-S001,21,40.0,1800.0,10000.0,5.373,PRJ013,SEG0074,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001415,D,D-S007,2,25.0,2000.0,8000.0,3.343,PRJ056,SEG0608,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001416,D,D-S012,1,18.0,1800.0,14000.0,3.439,PRJ031,SEG0021,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001417,B,B-S045,21,25.0,2000.0,9000.0,3.581,PRJ037,SEG0343,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001418,C,C-S061,3,8.0,2800.0,14000.0,2.34,PRJ054,SEG0064,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001419,B,B-S053,2,18.0,2800.0,9000.0,3.484,PRJ054,SEG0380,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001420,C,C-S016,9,25.0,2800.0,10000.0,5.31,PRJ039,SEG0102,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001421,B,B-S034,4,6.0,2500.0,6000.0,0.74,PRJ008,SEG0640,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001422,B,B-S120,16,12.0,2000.0,10000.0,1.726,PRJ047,SEG0034,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001423,C,C-S030,4,12.0,2800.0,12000.0,3.258,PRJ057,SEG0028,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001424,A,A-S088,5,30.0,2500.0,9000.0,5.406,PRJ028,SEG0223,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001425,C,C-S003,12,18.0,2800.0,9000.0,3.494,PRJ075,SEG0591,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001426,B,B-S001,3,18.0,1800.0,12000.0,2.937,PRJ026,SEG0292,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001427,C,C-S117,5,18.0,3000.0,9000.0,3.566,PRJ009,SEG0302,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001428,A,A-S049,14,16.0,2200.0,10000.0,2.551,PRJ074,SEG0723,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001429,A,A-S030,8,14.0,2000.0,8000.0,1.614,PRJ005,SEG0482,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001430,C,C-S075,10,20.0,3000.0,10000.0,4.87,PRJ039,SEG0133,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001431,B,B-S048,13,20.0,2500.0,16000.0,5.892,PRJ077,SEG0226,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001432,C,C-S006,19,30.0,3000.0,12000.0,9.271,PRJ062,SEG0348,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001433,D,D-S005,4,6.0,2200.0,9000.0,0.843,PRJ060,SEG0159,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001434,B,B-S005,10,16.0,2200.0,12000.0,3.331,PRJ052,SEG0167,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001435,C,C-S057,9,18.0,2500.0,6000.0,1.916,PRJ011,SEG0729,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001436,B,B-S093,3,16.0,1500.0,9000.0,1.601,PRJ056,SEG0753,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001437,B,B-S106,18,10.0,1800.0,14000.0,1.782,PRJ048,SEG0714,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001438,C,C-S033,8,8.0,1800.0,9000.0,1.104,PRJ050,SEG0560,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001439,B,B-S054,15,14.0,2800.0,6000.0,1.791,PRJ073,SEG0364,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001440,B,B-S022,20,16.0,2800.0,9000.0,3.045,PRJ068,SEG0528,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001441,D,D-S074,9,12.0,1500.0,16000.0,2.267,PRJ003,SEG0144,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001442,D,D-S015,14,25.0,2000.0,8000.0,2.848,PRJ029,SEG0327,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001443,B,B-S109,2,12.0,2500.0,10000.0,2.243,PRJ002,SEG0311,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001444,D,D-S021,12,30.0,1800.0,14000.0,5.644,PRJ007,SEG0336,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001445,D,D-S019,5,50.0,1800.0,8000.0,5.601,PRJ012,SEG0156,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001446,D,D-S066,3,10.0,2500.0,12000.0,2.177,PRJ015,SEG0185,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001447,C,C-S041,20,14.0,2500.0,10000.0,2.922,PRJ053,SEG0687,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001448,D,D-S097,10,50.0,1800.0,10000.0,6.375,PRJ009,SEG0720,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001449,A,A-S036,8,10.0,1800.0,14000.0,1.911,PRJ040,SEG0143,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001450,A,A-S079,1,18.0,2200.0,14000.0,4.548,PRJ006,SEG0231,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001451,D,D-S028,19,25.0,2800.0,14000.0,7.611,PRJ016,SEG0681,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001452,C,C-S012,21,10.0,2800.0,8000.0,1.614,PRJ052,SEG0432,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001453,B,B-S003,21,10.0,2500.0,16000.0,3.143,PRJ012,SEG0454,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001454,A,A-S083,13,8.0,1800.0,10000.0,1.139,PRJ048,SEG0416,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001455,B,B-S071,11,20.0,2200.0,14000.0,4.883,PRJ027,SEG0426,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001456,D,D-S109,11,25.0,1800.0,16000.0,6.07,PRJ006,SEG0460,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001457,C,C-S115,8,12.0,2200.0,8000.0,1.519,PRJ080,SEG0496,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001458,D,D-S061,19,8.0,2500.0,12000.0,1.765,PRJ045,SEG0076,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001459,A,A-S045,5,10.0,2800.0,9000.0,1.902,PRJ075,SEG0128,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001460,C,C-S036,3,12.0,3000.0,6000.0,1.736,PRJ066,SEG0616,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001461,C,C-S064,12,8.0,1800.0,10000.0,1.211,PRJ013,SEG0598,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001462,B,B-S016,6,6.0,1500.0,10000.0,0.694,PRJ054,SEG0034,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001463,A,A-S019,3,14.0,2000.0,10000.0,2.407,PRJ033,SEG0741,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001464,C,C-S037,8,14.0,2800.0,6000.0,2.002,PRJ050,SEG0753,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001465,A,A-S023,16,40.0,2500.0,16000.0,13.446,PRJ001,SEG0027,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001466,A,A-S096,15,16.0,2000.0,14000.0,3.607,PRJ068,SEG0453,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001467,D,D-S036,5,18.0,2500.0,10000.0,3.204,PRJ003,SEG0073,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001468,D,D-S076,2,50.0,1800.0,6000.0,4.619,PRJ030,SEG0322,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001469,C,C-S076,7,10.0,1500.0,16000.0,1.714,PRJ070,SEG0560,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001470,D,D-S070,20,18.0,3000.0,8000.0,3.563,PRJ050,SEG0481,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001471,A,A-S004,8,20.0,2800.0,8000.0,3.479,PRJ002,SEG0769,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001472,C,C-S041,13,18.0,2000.0,12000.0,3.206,PRJ037,SEG0403,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001473,A,A-S111,18,18.0,1500.0,14000.0,2.71,PRJ017,SEG0084,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001474,A,A-S072,14,16.0,1800.0,10000.0,2.304,PRJ028,SEG0469,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001475,D,D-S013,13,18.0,2800.0,14000.0,5.904,PRJ059,SEG0564,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001476,D,D-S033,21,18.0,1500.0,16000.0,3.326,PRJ074,SEG0278,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001477,D,D-S075,18,10.0,2200.0,14000.0,2.596,PRJ008,SEG0578,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001478,B,B-S077,5,16.0,3000.0,8000.0,2.762,PRJ036,SEG0421,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001479,B,B-S092,4,20.0,1500.0,16000.0,4.095,PRJ076,SEG0799,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001480,B,B-S072,10,20.0,1500.0,16000.0,3.655,PRJ060,SEG0667,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001481,D,D-S037,6,50.0,2800.0,12000.0,14.195,PRJ043,SEG0710,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001482,A,A-S109,11,12.0,2200.0,16000.0,3.33,PRJ050,SEG0099,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001483,B,B-S093,2,14.0,1800.0,10000.0,1.877,PRJ033,SEG0294,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001484,D,D-S065,21,40.0,2800.0,8000.0,6.423,PRJ067,SEG0229,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001485,B,B-S028,13,10.0,1800.0,6000.0,0.774,PRJ040,SEG0329,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001486,A,A-S118,11,16.0,1800.0,6000.0,1.466,PRJ077,SEG0689,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001487,A,A-S015,19,25.0,2500.0,10000.0,4.568,PRJ031,SEG0710,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001488,B,B-S048,7,25.0,3000.0,14000.0,7.783,PRJ045,SEG0628,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001489,A,A-S075,8,30.0,2000.0,10000.0,4.44,PRJ025,SEG0114,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001490,C,C-S039,18,10.0,2800.0,9000.0,1.941,PRJ061,SEG0009,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001491,D,D-S014,11,12.0,2800.0,14000.0,3.895,PRJ003,SEG0281,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001492,D,D-S107,4,50.0,1500.0,9000.0,5.008,PRJ016,SEG0708,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001493,C,C-S027,12,25.0,2500.0,6000.0,3.024,PRJ022,SEG0708,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001494,D,D-S068,2,6.0,1800.0,12000.0,1.082,PRJ065,SEG0757,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001495,C,C-S092,19,18.0,2500.0,9000.0,3.202,PRJ005,SEG0713,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001496,A,A-S008,11,16.0,2500.0,14000.0,4.581,PRJ013,SEG0513,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001497,D,D-S070,19,12.0,1500.0,9000.0,1.251,PRJ026,SEG0091,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001498,B,B-S088,14,14.0,2200.0,9000.0,2.161,PRJ065,SEG0250,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001499,D,D-S113,6,16.0,3000.0,8000.0,2.891,PRJ018,SEG0464,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001500,C,C-S015,6,8.0,2200.0,16000.0,2.413,PRJ080,SEG0411,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001501,D,D-S101,2,8.0,1800.0,12000.0,1.246,PRJ052,SEG0216,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001502,C,C-S072,10,8.0,1500.0,14000.0,1.302,PRJ011,SEG0161,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001503,D,D-S057,6,12.0,2200.0,12000.0,2.505,PRJ020,SEG0329,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001504,A,A-S022,1,12.0,1800.0,10000.0,1.547,PRJ025,SEG0337,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001505,A,A-S008,15,6.0,2000.0,6000.0,0.514,PRJ003,SEG0550,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001506,A,A-S116,20,16.0,2200.0,16000.0,4.781,PRJ063,SEG0060,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001507,D,D-S103,10,8.0,2000.0,8000.0,1.097,PRJ040,SEG0768,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001508,A,A-S006,11,30.0,1800.0,10000.0,4.108,PRJ056,SEG0730,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001509,D,D-S059,16,18.0,2000.0,9000.0,2.521,PRJ004,SEG0434,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001510,B,B-S088,21,40.0,2800.0,8000.0,6.865,PRJ079,SEG0212,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001511,C,C-S032,12,25.0,1500.0,12000.0,3.181,PRJ043,SEG0188,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001512,D,D-S063,6,25.0,1800.0,8000.0,2.914,PRJ070,SEG0201,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001513,A,A-S101,1,8.0,2200.0,12000.0,1.8,PRJ058,SEG0656,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001514,C,C-S091,11,14.0,2800.0,8000.0,2.279,PRJ057,SEG0573,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001515,A,A-S092,20,12.0,2800.0,16000.0,3.959,PRJ060,SEG0155,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001516,C,C-S009,2,18.0,2200.0,10000.0,3.399,PRJ077,SEG0256,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001517,C,C-S073,21,25.0,1500.0,12000.0,3.814,PRJ045,SEG0617,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001518,C,C-S029,19,8.0,2000.0,10000.0,1.184,PRJ078,SEG0245,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001519,A,A-S049,3,16.0,3000.0,8000.0,3.007,PRJ038,SEG0282,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001520,D,D-S042,16,30.0,2000.0,6000.0,2.812,PRJ038,SEG0775,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001521,C,C-S080,10,14.0,1500.0,16000.0,2.48,PRJ062,SEG0459,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001522,A,A-S025,9,30.0,2000.0,6000.0,2.673,PRJ063,SEG0030,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001523,A,A-S085,18,8.0,2200.0,16000.0,2.304,PRJ054,SEG0258,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001524,D,D-S069,16,10.0,1800.0,6000.0,0.878,PRJ064,SEG0523,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001525,A,A-S099,13,25.0,1800.0,14000.0,5.222,PRJ060,SEG0412,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001526,B,B-S082,19,6.0,2000.0,12000.0,1.225,PRJ010,SEG0368,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001527,B,B-S107,14,14.0,2200.0,8000.0,1.947,PRJ033,SEG0312,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001528,A,A-S113,5,12.0,2000.0,8000.0,1.374,PRJ007,SEG0493,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001529,B,B-S038,20,6.0,1800.0,9000.0,0.731,PRJ004,SEG0462,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001530,C,C-S089,18,20.0,3000.0,16000.0,8.239,PRJ065,SEG0612,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001531,D,D-S037,18,14.0,2000.0,9000.0,2.125,PRJ078,SEG0530,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001532,D,D-S006,7,20.0,2500.0,6000.0,2.278,PRJ080,SEG0543,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001533,C,C-S055,15,50.0,2200.0,10000.0,8.629,PRJ012,SEG0207,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001534,A,A-S103,20,8.0,2500.0,12000.0,1.85,PRJ001,SEG0510,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001535,A,A-S065,11,12.0,1800.0,14000.0,2.254,PRJ058,SEG0555,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001536,C,C-S061,6,6.0,2000.0,12000.0,1.1,PRJ059,SEG0353,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001537,C,C-S106,20,6.0,3000.0,16000.0,2.17,PRJ029,SEG0337,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001538,D,D-S014,4,16.0,1800.0,9000.0,2.104,PRJ032,SEG0677,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001539,C,C-S012,13,14.0,2200.0,6000.0,1.383,PRJ076,SEG0535,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001540,D,D-S043,5,12.0,2000.0,6000.0,1.233,PRJ029,SEG0037,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001541,A,A-S051,13,10.0,3000.0,10000.0,2.296,PRJ070,SEG0609,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001542,D,D-S112,9,8.0,2500.0,8000.0,1.302,PRJ079,SEG0777,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001543,B,B-S039,14,20.0,3000.0,9000.0,3.935,PRJ036,SEG0013,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001544,D,D-S110,14,18.0,2200.0,10000.0,3.051,PRJ047,SEG0576,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001545,C,C-S026,19,10.0,2800.0,9000.0,2.052,PRJ054,SEG0480,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001546,C,C-S023,11,8.0,2000.0,12000.0,1.364,PRJ050,SEG0424,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001547,D,D-S012,3,20.0,2200.0,14000.0,5.121,PRJ064,SEG0308,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001548,A,A-S043,6,50.0,1500.0,16000.0,9.875,PRJ008,SEG0664,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001549,D,D-S101,21,6.0,2800.0,9000.0,1.1,PRJ042,SEG0374,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001550,B,B-S095,11,20.0,2500.0,9000.0,3.369,PRJ053,SEG0156,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001551,D,D-S001,8,16.0,2200.0,6000.0,1.497,PRJ058,SEG0428,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001552,A,A-S065,12,20.0,2000.0,9000.0,2.685,PRJ041,SEG0614,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001553,A,A-S057,5,8.0,2800.0,12000.0,2.081,PRJ051,SEG0587,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001554,B,B-S014,13,18.0,3000.0,14000.0,5.799,PRJ052,SEG0025,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001555,D,D-S029,3,18.0,2000.0,6000.0,1.708,PRJ001,SEG0168,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001556,C,C-S054,15,30.0,2500.0,9000.0,4.789,PRJ024,SEG0495,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001557,D,D-S002,3,16.0,3000.0,10000.0,4.037,PRJ067,SEG0528,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001558,C,C-S043,8,40.0,3000.0,6000.0,5.789,PRJ055,SEG0126,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001559,D,D-S004,13,20.0,2500.0,9000.0,3.762,PRJ005,SEG0560,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001560,D,D-S081,3,6.0,2800.0,8000.0,1.122,PRJ072,SEG0502,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001561,A,A-S009,15,20.0,3000.0,14000.0,6.5,PRJ061,SEG0500,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001562,B,B-S040,19,14.0,3000.0,12000.0,3.782,PRJ021,SEG0565,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001563,D,D-S007,19,40.0,2500.0,12000.0,8.964,PRJ016,SEG0299,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001564,B,B-S096,11,25.0,2000.0,16000.0,5.86,PRJ068,SEG0017,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001565,C,C-S105,11,50.0,2500.0,12000.0,12.64,PRJ018,SEG0546,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001566,C,C-S012,2,40.0,2500.0,9000.0,6.927,PRJ023,SEG0507,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001567,A,A-S107,7,40.0,3000.0,14000.0,12.109,PRJ040,SEG0437,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001568,B,B-S018,18,10.0,2800.0,14000.0,3.092,PRJ013,SEG0029,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001569,A,A-S090,20,25.0,3000.0,14000.0,7.487,PRJ032,SEG0310,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001570,C,C-S036,2,10.0,2200.0,6000.0,0.952,PRJ055,SEG0565,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001571,D,D-S012,8,10.0,2800.0,9000.0,2.093,PRJ015,SEG0023,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001572,C,C-S076,11,6.0,3000.0,8000.0,1.141,PRJ061,SEG0415,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P001573,A,A-S109,9,14.0,2000.0,9000.0,2.008,PRJ036,SEG0540,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
