plate_id,area,stack_id,level,thickness_mm,width_mm,length_mm,weight_ton,project_id,segment_id,status,eligible_lines
P000665,C,C-S069,9,10.0,1800.0,6000.0,0.804,PRJ061,SEG0082,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000666,C,C-S040,7,6.0,2500.0,6000.0,0.652,PRJ018,SEG0273,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000667,B,B-S039,4,50.0,1800.0,9000.0,6.676,PRJ041,SEG0771,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000668,D,D-S009,6,25.0,2500.0,6000.0,3.013,PRJ050,SEG0524,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000669,C,C-S002,2,30.0,2000.0,9000.0,4.625,PRJ040,SEG0673,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000670,A,A-S114,12,18.0,3000.0,9000.0,4.175,PRJ016,SEG0187,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000671,B,B-S066,13,40.0,2800.0,12000.0,10.564,PRJ014,SEG0296,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000672,B,B-S062,6,30.0,2000.0,16000.0,7.875,PRJ046,SEG0690,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000673,B,B-S053,2,8.0,1500.0,10000.0,1.014,PRJ074,SEG0623,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000674,A,A-S109,9,18.0,2000.0,10000.0,2.618,PRJ076,SEG0702,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000675,D,D-S009,13,20.0,2000.0,9000.0,2.699,PRJ024,SEG0652,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000676,D,D-S116,9,8.0,2500.0,16000.0,2.275,PRJ031,SEG0129,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000677,B,B-S093,6,50.0,2000.0,6000.0,5.091,PRJ069,SEG0328,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000678,A,A-S089,5,14.0,2000.0,10000.0,2.007,PRJ032,SEG0223,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000679,D,D-S080,6,25.0,1500.0,12000.0,3.358,PRJ061,SEG0578,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000680,D,D-S047,13,40.0,3000.0,8000.0,8.023,PRJ066,SEG0339,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000681,B,B-S117,15,8.0,1800.0,6000.0,0.705,PRJ077,SEG0044,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000682,C,C-S034,14,30.0,3000.0,10000.0,7.55,PRJ079,SEG0308,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000683,C,C-S074,11,8.0,3000.0,10000.0,1.726,PRJ006,SEG0124,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000684,C,C-S059,1,16.0,1800.0,8000.0,1.959,PRJ006,SEG0600,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000685,B,B-S049,9,8.0,2200.0,14000.0,2.048,PRJ038,SEG0689,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000686,B,B-S108,3,20.0,1800.0,10000.0,2.813,PRJ028,SEG0396,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000687,D,D-S081,13,40.0,2800.0,14000.0,13.092,PRJ023,SEG0063,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000688,C,C-S120,4,16.0,2500.0,16000.0,5.5,PRJ027,SEG0605,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000689,B,B-S092,13,30.0,2200.0,14000.0,7.624,PRJ069,SEG0272,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000690,B,B-S026,3,14.0,1800.0,12000.0,2.519,PRJ059,SEG0006,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000691,D,D-S091,14,18.0,2500.0,14000.0,5.312,PRJ020,SEG0215,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000692,C,C-S038,6,25.0,2500.0,14000.0,6.983,PRJ075,SEG0063,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000693,D,D-S084,10,20.0,2500.0,14000.0,5.448,PRJ001,SEG0529,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000694,D,D-S050,9,6.0,3000.0,6000.0,0.878,PRJ016,SEG0763,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000695,C,C-S078,1,14.0,2200.0,9000.0,2.083,PRJ028,SEG0503,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000696,C,C-S047,8,14.0,2200.0,8000.0,2.025,PRJ048,SEG0549,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000697,C,C-S030,10,50.0,2500.0,9000.0,8.23,PRJ038,SEG0385,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000698,B,B-S108,13,25.0,1500.0,16000.0,5.038,PRJ019,SEG0486,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000699,D,D-S039,10,30.0,2200.0,10000.0,5.026,PRJ060,SEG0780,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000700,B,B-S098,10,50.0,2200.0,10000.0,9.354,PRJ047,SEG0181,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000701,C,C-S107,7,16.0,1800.0,6000.0,1.236,PRJ041,SEG0349,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000702,C,C-S038,3,10.0,2800.0,10000.0,2.195,PRJ053,SEG0231,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000703,B,B-S051,2,12.0,2000.0,14000.0,2.378,PRJ036,SEG0025,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000704,D,D-S015,10,12.0,3000.0,14000.0,4.256,PRJ038,SEG0271,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000705,B,B-S001,2,12.0,2800.0,10000.0,2.451,PRJ003,SEG0562,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000706,A,A-S012,13,12.0,1500.0,6000.0,0.811,PRJ055,SEG0649,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000707,B,B-S058,5,50.0,1800.0,12000.0,8.634,PRJ010,SEG0790,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000708,C,C-S040,16,12.0,2800.0,16000.0,4.484,PRJ021,SEG0185,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000709,B,B-S099,11,12.0,1800.0,6000.0,0.924,PRJ071,SEG0742,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000710,B,B-S073,14,8.0,1800.0,8000.0,0.968,PRJ005,SEG0090,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000711,A,A-S071,6,14.0,1800.0,6000.0,1.106,PRJ018,SEG0089,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000712,B,B-S003,10,18.0,2500.0,16000.0,5.428,PRJ001,SEG0558,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000713,A,A-S069,11,14.0,3000.0,9000.0,3.115,PRJ005,SEG0102,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000714,C,C-S021,9,25.0,2800.0,8000.0,4.402,PRJ026,SEG0386,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000715,B,B-S113,6,14.0,2800.0,8000.0,2.611,PRJ015,SEG0159,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000716,B,B-S086,5,10.0,2800.0,16000.0,3.192,PRJ060,SEG0748,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000717,B,B-S086,11,14.0,1800.0,16000.0,3.189,PRJ004,SEG0203,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000718,C,C-S118,5,14.0,1500.0,10000.0,1.695,PRJ058,SEG0010,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000719,D,D-S120,12,10.0,3000.0,16000.0,4.067,PRJ047,SEG0532,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000720,A,A-S092,10,10.0,2800.0,10000.0,2.385,PRJ067,SEG0469,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000721,B,B-S002,6,20.0,1500.0,8000.0,1.902,PRJ053,SEG0213,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000722,D,D-S110,13,16.0,3000.0,10000.0,3.413,PRJ040,SEG0766,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000723,D,D-S019,7,12.0,2800.0,10000.0,2.492,PRJ066,SEG0129,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000724,D,D-S035,15,8.0,2500.0,8000.0,1.317,PRJ050,SEG0464,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000725,C,C-S092,12,10.0,2800.0,12000.0,2.636,PRJ012,SEG0355,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000726,A,A-S057,6,8.0,1500.0,12000.0,1.059,PRJ039,SEG0680,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000727,B,B-S044,7,10.0,3000.0,12000.0,2.865,PRJ077,SEG0138,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000728,C,C-S092,5,10.0,2500.0,12000.0,2.401,PRJ025,SEG0094,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000729,D,D-S012,12,14.0,2800.0,16000.0,5.146,PRJ077,SEG0261,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000730,A,A-S049,12,20.0,3000.0,9000.0,4.358,PRJ012,SEG0306,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000731,D,D-S104,14,6.0,1500.0,14000.0,0.953,PRJ010,SEG0289,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000732,B,B-S045,16,18.0,2800.0,14000.0,5.077,PRJ010,SEG0522,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000733,B,B-S118,6,30.0,3000.0,6000.0,4.354,PRJ070,SEG0351,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000734,C,C-S114,1,25.0,1800.0,16000.0,5.251,PRJ029,SEG0429,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000735,C,C-S048,2,10.0,2800.0,9000.0,2.151,PRJ072,SEG0186,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000736,C,C-S020,8,18.0,2200.0,14000.0,4.489,PRJ001,SEG0081,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000737,C,C-S007,8,18.0,1500.0,6000.0,1.174,PRJ024,SEG0118,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000738,B,B-S057,12,14.0,2500.0,12000.0,3.181,PRJ031,SEG0032,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000739,C,C-S044,14,25.0,1500.0,8000.0,2.438,PRJ052,SEG0042,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000740,A,A-S050,14,8.0,2500.0,10000.0,1.637,PRJ007,SEG0618,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000741,C,C-S111,4,10.0,1500.0,6000.0,0.719,PRJ071,SEG0028,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000742,A,A-S089,4,18.0,1500.0,8000.0,1.709,PRJ046,SEG0259,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000743,D,D-S042,7,50.0,1500.0,12000.0,7.02,PRJ056,SEG0307,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000744,A,A-S092,3,25.0,2500.0,10000.0,4.47,PRJ051,SEG0093,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000745,C,C-S085,8,18.0,1800.0,6000.0,1.495,PRJ065,SEG0590,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000746,A,A-S117,11,14.0,3000.0,10000.0,3.453,PRJ049,SEG0060,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000747,A,A-S042,3,50.0,2800.0,8000.0,8.342,PRJ030,SEG0017,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000748,C,C-S099,4,30.0,1800.0,8000.0,3.262,PRJ016,SEG0022,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000749,D,D-S006,5,8.0,1500.0,9000.0,0.924,PRJ079,SEG0069,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000750,C,C-S041,7,30.0,2200.0,16000.0,8.88,PRJ005,SEG0194,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000751,B,B-S009,2,40.0,2800.0,9000.0,8.35,PRJ020,SEG0011,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000752,A,A-S111,9,8.0,1500.0,12000.0,1.107,PRJ068,SEG0704,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000753,C,C-S042,5,18.0,1800.0,12000.0,2.96,PRJ028,SEG0260,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000754,D,D-S024,3,10.0,3000.0,9000.0,2.315,PRJ057,SEG0429,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000755,B,B-S066,6,20.0,2500.0,6000.0,2.23,PRJ073,SEG0287,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000756,B,B-S102,5,10.0,2200.0,9000.0,1.57,PRJ062,SEG0577,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000757,C,C-S061,14,50.0,3000.0,14000.0,17.692,PRJ064,SEG0250,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000758,C,C-S075,8,6.0,2500.0,9000.0,0.997,PRJ006,SEG0411,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000759,B,B-S070,15,40.0,2000.0,9000.0,5.562,PRJ070,SEG0152,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000760,A,A-S086,5,25.0,2000.0,10000.0,4.284,PRJ019,SEG0539,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000761,C,C-S047,12,30.0,2000.0,8000.0,4.108,PRJ063,SEG0343,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000762,C,C-S099,2,18.0,2500.0,9000.0,3.303,PRJ071,SEG0218,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000763,A,A-S082,15,10.0,2500.0,10000.0,2.027,PRJ012,SEG0185,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000764,D,D-S101,3,18.0,2800.0,8000.0,3.389,PRJ047,SEG0062,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000765,D,D-S086,3,30.0,2000.0,8000.0,3.837,PRJ031,SEG0653,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000766,D,D-S091,7,16.0,3000.0,6000.0,2.281,PRJ075,SEG0108,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000767,D,D-S046,6,20.0,3000.0,10000.0,4.553,PRJ046,SEG0417,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000768,A,A-S007,3,25.0,2200.0,9000.0,3.647,PRJ044,SEG0709,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000769,A,A-S024,10,10.0,3000.0,8000.0,1.995,PRJ063,SEG0371,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000770,C,C-S119,11,20.0,3000.0,6000.0,2.78,PRJ002,SEG0697,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000771,C,C-S016,10,20.0,1500.0,10000.0,2.419,PRJ077,SEG0767,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000772,B,B-S054,13,18.0,2500.0,10000.0,3.23,PRJ046,SEG0532,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000773,A,A-S006,4,30.0,1800.0,12000.0,5.47,PRJ006,SEG0447,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000774,D,D-S069,3,12.0,2000.0,10000.0,1.834,PRJ023,SEG0142,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000775,D,D-S002,7,14.0,3000.0,16000.0,5.081,PRJ077,SEG0337,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000776,A,A-S091,6,6.0,1800.0,6000.0,0.489,PRJ042,SEG0105,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000777,B,B-S024,1,12.0,2800.0,12000.0,3.41,PRJ032,SEG0052,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000778,D,D-S033,15,20.0,2200.0,8000.0,2.587,PRJ057,SEG0249,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000779,A,A-S102,3,18.0,2800.0,16000.0,6.425,PRJ017,SEG0097,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000780,B,B-S107,11,14.0,1800.0,6000.0,1.24,PRJ061,SEG0026,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000781,C,C-S115,5,10.0,2200.0,8000.0,1.436,PRJ025,SEG0311,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000782,D,D-S019,13,40.0,2200.0,12000.0,9.028,PRJ026,SEG0543,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000783,B,B-S111,15,6.0,2000.0,14000.0,1.437,PRJ001,SEG0052,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000784,A,A-S038,9,20.0,1500.0,8000.0,1.928,PRJ023,SEG0442,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000785,A,A-S006,10,6.0,3000.0,6000.0,0.877,PRJ025,SEG0594,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000786,B,B-S080,16,30.0,2200.0,16000.0,8.99,PRJ045,SEG0106,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000787,C,C-S115,1,14.0,2000.0,6000.0,1.329,PRJ008,SEG0678,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000788,B,B-S091,15,50.0,2500.0,12000.0,11.158,PRJ008,SEG0611,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000789,D,D-S089,14,16.0,1800.0,8000.0,1.656,PRJ038,SEG0463,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000790,A,A-S038,6,20.0,1500.0,6000.0,1.43,PRJ034,SEG0462,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000791,B,B-S115,9,14.0,2000.0,9000.0,2.025,PRJ071,SEG0448,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000792,B,B-S109,5,14.0,2200.0,14000.0,3.339,PRJ046,SEG0345,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000793,D,D-S077,15,6.0,2200.0,9000.0,0.983,PRJ028,SEG0207,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000794,C,C-S031,9,6.0,1800.0,14000.0,1.134,PRJ020,SEG0338,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000795,A,A-S074,7,20.0,1500.0,14000.0,3.434,PRJ018,SEG0502,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000796,B,B-S089,10,10.0,2200.0,9000.0,1.601,PRJ068,SEG0155,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000797,A,A-S090,5,25.0,2500.0,9000.0,4.064,PRJ072,SEG0735,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000798,A,A-S073,8,50.0,1500.0,10000.0,6.343,PRJ058,SEG0018,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000799,D,D-S012,3,10.0,1800.0,6000.0,0.805,PRJ035,SEG0536,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000800,D,D-S096,15,10.0,1800.0,12000.0,1.687,PRJ063,SEG0038,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000801,C,C-S002,3,20.0,2500.0,16000.0,5.739,PRJ071,SEG0521,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000802,A,A-S064,12,16.0,2500.0,8000.0,2.683,PRJ019,SEG0699,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000803,B,B-S063,10,18.0,1500.0,8000.0,1.805,PRJ041,SEG0275,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000804,D,D-S057,12,18.0,3000.0,14000.0,6.238,PRJ051,SEG0057,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000805,B,B-S061,10,25.0,1800.0,16000.0,5.803,PRJ042,SEG0553,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000806,B,B-S050,5,50.0,2500.0,6000.0,6.144,PRJ044,SEG0586,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000807,C,C-S001,10,30.0,2800.0,14000.0,8.895,PRJ039,SEG0699,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000808,D,D-S060,1,50.0,1500.0,9000.0,4.942,PRJ062,SEG0391,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000809,C,C-S106,2,14.0,3000.0,9000.0,2.905,PRJ079,SEG0668,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000810,A,A-S036,12,20.0,1800.0,9000.0,2.787,PRJ065,SEG0097,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000811,B,B-S044,2,50.0,1800.0,10000.0,7.687,PRJ035,SEG0395,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000812,C,C-S115,2,40.0,2500.0,16000.0,11.531,PRJ027,SEG0602,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000813,A,A-S021,4,20.0,2000.0,6000.0,1.722,PRJ044,SEG0666,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000814,B,B-S114,2,10.0,1800.0,8000.0,1.127,PRJ035,SEG0579,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000815,A,A-S074,5,16.0,2800.0,9000.0,3.176,PRJ036,SEG0638,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000816,B,B-S001,6,40.0,1500.0,10000.0,4.858,PRJ062,SEG0551,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000817,D,D-S067,11,14.0,2200.0,9000.0,2.238,PRJ003,SEG0236,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000818,C,C-S073,9,20.0,2800.0,12000.0,4.753,PRJ022,SEG0457,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000819,A,A-S080,12,30.0,2200.0,14000.0,7.25,PRJ048,SEG0114,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000820,A,A-S100,10,12.0,2200.0,14000.0,2.735,PRJ043,SEG0056,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000821,B,B-S049,3,14.0,2000.0,10000.0,2.388,PRJ037,SEG0487,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000822,D,D-S110,14,14.0,1500.0,12000.0,1.798,PRJ076,SEG0162,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000823,B,B-S040,8,18.0,1800.0,9000.0,2.163,PRJ022,SEG0516,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000824,D,D-S081,10,20.0,3000.0,9000.0,4.311,PRJ068,SEG0074,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000825,A,A-S094,7,40.0,1500.0,6000.0,2.607,PRJ040,SEG0496,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000826,D,D-S015,8,10.0,1800.0,10000.0,1.337,PRJ060,SEG0745,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000827,C,C-S059,3,50.0,2800.0,6000.0,6.489,PRJ017,SEG0484,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000828,B,B-S054,10,30.0,1800.0,6000.0,2.739,PRJ018,SEG0171,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000829,B,B-S076,3,10.0,2800.0,6000.0,1.388,PRJ009,SEG0758,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000830,B,B-S071,7,30.0,2000.0,6000.0,2.604,PRJ039,SEG0330,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000831,C,C-S120,7,16.0,1500.0,9000.0,1.775,PRJ080,SEG0303,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000832,C,C-S112,13,16.0,2500.0,9000.0,2.669,PRJ051,SEG0374,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000833,C,C-S038,4,12.0,1800.0,14000.0,2.339,PRJ057,SEG0482,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000834,C,C-S092,10,14.0,3000.0,14000.0,4.293,PRJ061,SEG0227,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000835,B,B-S015,13,8.0,2200.0,9000.0,1.224,PRJ047,SEG0774,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000836,A,A-S037,7,16.0,2800.0,16000.0,5.995,PRJ069,SEG0398,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000837,C,C-S012,6,10.0,1500.0,9000.0,1.065,PRJ046,SEG0796,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000838,B,B-S044,12,6.0,1800.0,6000.0,0.489,PRJ038,SEG0017,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000839,C,C-S093,14,50.0,2000.0,16000.0,13.273,PRJ044,SEG0500,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000840,C,C-S002,14,8.0,1800.0,16000.0,1.833,PRJ062,SEG0773,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000841,C,C-S060,2,25.0,1800.0,16000.0,5.566,PRJ041,SEG0487,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000842,A,A-S052,2,30.0,2200.0,14000.0,7.596,PRJ062,SEG0343,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000843,D,D-S112,15,30.0,3000.0,8000.0,5.511,PRJ049,SEG0006,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000844,C,C-S116,1,50.0,2800.0,16000.0,16.202,PRJ045,SEG0444,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000845,B,B-S106,8,30.0,2500.0,6000.0,3.713,PRJ037,SEG0531,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000846,D,D-S030,6,8.0,3000.0,12000.0,2.132,PRJ047,SEG0741,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000847,B,B-S095,9,18.0,2800.0,6000.0,2.494,PRJ054,SEG0634,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000848,D,D-S116,8,8.0,1800.0,16000.0,1.825,PRJ020,SEG0739,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000849,A,A-S001,4,12.0,2500.0,10000.0,2.337,PRJ047,SEG0502,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000850,B,B-S035,15,20.0,2200.0,10000.0,3.542,PRJ023,SEG0245,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000851,D,D-S076,4,6.0,2200.0,12000.0,1.268,PRJ073,SEG0666,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000852,C,C-S040,6,50.0,2000.0,9000.0,7.205,PRJ025,SEG0379,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000853,A,A-S113,11,20.0,2500.0,14000.0,5.763,PRJ014,SEG0287,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000854,A,A-S081,12,12.0,1500.0,9000.0,1.372,PRJ068,SEG0078,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000855,C,C-S060,3,40.0,1800.0,16000.0,9.526,PRJ050,SEG0500,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000856,D,D-S026,12,18.0,2200.0,10000.0,3.25,PRJ032,SEG0372,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000857,D,D-S113,5,18.0,2000.0,9000.0,2.758,PRJ020,SEG0422,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
